actual_audience_size_number_of_participants_in_person,actual_audience_size_number_of_participants_online,airtable_id,end_date,event_name,event_type,event_unique_identifier,number_of_booked_participants,postcode_(from_venue),project_name,project_type,season,start_date,status,ticket_tailor_id,ward_(from_venue)
7.0,,1853,2023-07-14,Leeds Book Awards Oracy Project: Cockburn John Charles Academy,['CLE - Community Engagement session'],Creative Learning S2: Leeds Book Awards Oracy Project: Cockburn John Charles Academy,,,Creative Learning S2,CLE,['Season 2 - Playing'],2023-07-14,01 - Greenlit,,
7.0,,1854,2023-07-14,Leeds Book Awards Oracy Project: Moor Allerton Hall Primary,['CLE - Community Engagement session'],Creative Learning S2: Leeds Book Awards Oracy Project: Moor Allerton Hall Primary,,,Creative Learning S2,CLE,['Season 2 - Playing'],2023-07-14,01 - Greenlit,,
160.0,,1775,2023-07-15,Awards and Dinner,['CLE - Community Engagement session'],12 - My LEEDS 2023: Awards and Dinner,,['LS7 3EJ'],12 - My LEEDS 2023,Produce (Signature),,2023-07-15,01 - Greenlit,,
3000.0,,433,2023-07-15,My LEEDS Summer: Adel and Wharfdale Ralph Thoresby Summer Festival with LEEDS 2023,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Adel and Wharfdale Ralph Thoresby Summer Festival with LEEDS 2023,,['LS16 7RX'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-15,01 - Greenlit,,['Adel and Wharfedale']
,4374.0,2452,2024-01-09,The Gift - Digital artwork in-year engagement,['Online'],14 - Digital projects: The Gift - Digital artwork in-year engagement,,,14 - Digital projects,Produce (Signature),['Season 2 - Playing'],2023-07-16,01 - Greenlit,,
4.0,,1620,2023-07-16,Youth Fund Panel Day ,['CLE - Youth Voice session'],CLE - Youth Voice Programmes: Youth Fund Panel Day ,,['LS10 1NE'],CLE - Youth Voice Programmes,CLE,['Season 2 - Playing'],2023-07-16,01 - Greenlit,,['Hunslet and Riverside']
461.0,,1819,2023-07-19,School grant - Beechwood Primary School,['CLE - Creative Learning session'],12 - My LEEDS 2023: School grant - Beechwood Primary School,,,12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-17,01 - Greenlit,,
20.0,,2419,2023-07-19,Meet Me At The Zone,['CLE - Community Engagement session'],Hidden Stories: Meet Me At The Zone,,['LS17 7HR'],Hidden Stories,CLE,,2023-07-19,01 - Greenlit,,['Alwoodley']
3.0,,1731,2023-07-20, Community CPD Session - South West Workshop 1,"['CLE - Skills and Talent session', 'CLE - Community Engagement session']",General CLE:  Community CPD Session - South West Workshop 1,,[' LS12 1LZ'],General CLE,CLE,['Season 2 - Playing'],2023-07-20,01 - Greenlit,,['Armley']
30.0,,1437,2023-07-22,Leeds Busking Festival ,['Public Event - Performance'],02 - Making A Stand: Leeds Busking Festival ,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-22,01 - Greenlit,,['Little London and Woodhouse']
450.0,0.0,435,2023-07-22,My LEEDS Summer: Headingley & Hyde Park,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Headingley & Hyde Park,,['LS6 1LJ'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-22,01 - Greenlit,,['Headingley and Hyde Park']
300.0,,444,2023-07-22,My LEEDS Summer: Kippax and Methley,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Kippax and Methley,,['LS25 7AH'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-22,01 - Greenlit,,['Kippax and Methley']
350.0,,434,2023-07-22,My LEEDS Summer: Pudsey LS28 Live,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Pudsey LS28 Live,,"['LS28 7RR', 'LS28 7BR']",12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-22,01 - Greenlit,,"['Pudsey', 'Pudsey']"
130.0,,448,2023-07-23,My LEEDS Summer: Farnley and Wortley Give It A Go,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Farnley and Wortley Give It A Go,,"['LS12 5EA', 'LS12 4RU']",12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-23,01 - Greenlit,,"['Farnley and Wortley', 'Farnley and Wortley']"
196.0,,447,2023-07-23,My LEEDS Summer: Garforth and Swillington,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Garforth and Swillington,,['LS26 8AS'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-23,01 - Greenlit,,['Garforth and Swillington']
300.0,,446,2023-07-23,My LEEDS Summer: Morley South,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Morley South,,['LS27 9BP'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-23,01 - Greenlit,,['Morley South']
6.0,0.0,1784,2023-07-24,LeedsCEP Rebranding Workshop,['CLE - Skills and Talent session'],CLE - Skills Development: LeedsCEP Rebranding Workshop,,['LS10 1NE'],CLE - Skills Development,CLE,['Season 2 - Playing'],2023-07-24,01 - Greenlit,,['Hunslet and Riverside']
29.0,,625,2023-08-04,NEST: Acting Intake Course Compass Collective ,"['CLE - Participant / Volunteer thank you event', 'CLE - Skills and Talent session']",10 - Nest: NEST: Acting Intake Course Compass Collective ,,['LS2 7BS'],10 - Nest,Produce (Signature),['Season 2 - Playing'],2023-07-24,01 - Greenlit,,['Little London and Woodhouse']
15.0,,2031,2023-08-04,NEST: Acting Intake July Course 2,"['CLE - Participant / Volunteer thank you event', 'CLE - Skills and Talent session']",10 - Nest: NEST: Acting Intake July Course 2,,['LS2 7UP'],10 - Nest,Produce (Signature),,2023-07-24,01 - Greenlit,,['Little London and Woodhouse']
3.0,,1295,2023-07-25,Community CPD Session - East Workshop 1 ,['CLE - Community Engagement session'],General CLE: Community CPD Session - East Workshop 1 ,,['LS9 9LU'],General CLE,CLE,['Season 2 - Playing'],2023-07-25,01 - Greenlit,,['Burmantofts and Richmond Hill']
3.0,,1293,2023-07-26,Community CPD Session - South Workshop 1,['CLE - Community Engagement session'],General CLE: Community CPD Session - South Workshop 1,,['LS11 6RD'],General CLE,CLE,['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Hunslet and Riverside']
12.0,,1129,2023-07-26,Digital Upskilling Workshop 15/20,['CLE - Skills and Talent session'],Creative Learning S2: Digital Upskilling Workshop 15/20,,['LS11 6RD'],Creative Learning S2,CLE,['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Hunslet and Riverside']
12.0,10.0,688,2023-07-26,How To Manage Stress Session,['Public Event - Large Scale Outdoor Event'],02 - Making A Stand: How To Manage Stress Session,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Little London and Woodhouse']
6.0,,1596,2023-07-26,How to Manage Stress Session,['Public Event - Large Scale Outdoor Event'],02 - Making A Stand: How to Manage Stress Session,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Little London and Woodhouse']
20.0,,2420,2023-07-26,Meet Me At The Zone,['CLE - Community Engagement session'],Hidden Stories: Meet Me At The Zone,,['LS17 7HR'],Hidden Stories,CLE,,2023-07-26,01 - Greenlit,,['Alwoodley']
10.0,,597,2023-07-26,Mill Hill Chapel Meditation Session,['Public Event - Large Scale Outdoor Event'],02 - Making A Stand: Mill Hill Chapel Meditation Session,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Little London and Woodhouse']
30.0,,1595,2023-07-26,Mill Hill Chapel Meditation Session,['Public Event - Large Scale Outdoor Event'],02 - Making A Stand: Mill Hill Chapel Meditation Session,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Little London and Woodhouse']
6.0,,691,2023-07-26,Mindful Movement Session,['Public Event - Large Scale Outdoor Event'],02 - Making A Stand: Mindful Movement Session,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Little London and Woodhouse']
4.0,,1597,2023-07-26,Mindful Movement Session,['Public Event - Large Scale Outdoor Event'],02 - Making A Stand: Mindful Movement Session,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Little London and Woodhouse']
8.0,,819,2023-07-26,Yoga Session,['Public Event - Large Scale Outdoor Event'],02 - Making A Stand: Yoga Session,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-26,01 - Greenlit,,['Little London and Woodhouse']
9.0,,1512,2023-07-27,Animated Harehills,['CLE - Community Engagement session'],12 - My LEEDS 2023: Animated Harehills,,['LS9 7LN'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-27,01 - Greenlit,,
12.0,,397,2023-08-04,NEST: Acting Intake July Course 1 ,"['CLE - Participant / Volunteer thank you event', 'CLE - Skills and Talent session']",10 - Nest: NEST: Acting Intake July Course 1 ,,['LS2 7UP'],10 - Nest,Produce (Signature),['Season 2 - Playing'],2023-07-27,01 - Greenlit,,['Little London and Woodhouse']
225.0,,1589,2023-07-27,Volunteer-Led Tour,['Public Event - Talk / Tour'],02 - Making A Stand: Volunteer-Led Tour,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-27,01 - Greenlit,,['Little London and Woodhouse']
18.0,,600,2023-07-27,Volunteer-led Tour,['Public Event - Talk / Tour'],02 - Making A Stand: Volunteer-led Tour,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-07-27,01 - Greenlit,,['Little London and Woodhouse']
500.0,,1495,2023-07-29,My LEEDS Summer: Hunslet and Riverside Part 2 ,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Hunslet and Riverside Part 2 ,,,12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-07-29,01 - Greenlit,,['Hunslet and Riverside']
3.0,,1747,2023-08-01, Community CPD Session - North Workshop 1,"['CLE - Skills and Talent session', 'CLE - Community Engagement session']",General CLE:  Community CPD Session - North Workshop 1,,['LS6 2NY'],General CLE,CLE,['Season 2 - Playing'],2023-08-01,01 - Greenlit,,['Headingley and Hyde Park']
4.0,,1738,2023-08-01, Community CPD Session - South West Workshop 2,"['CLE - Skills and Talent session', 'CLE - Community Engagement session']",General CLE:  Community CPD Session - South West Workshop 2,,[' LS12 1LZ'],General CLE,CLE,['Season 2 - Playing'],2023-08-01,01 - Greenlit,,['Armley']
135.0,,1139,2023-08-03,MOON PALACE: PRESS LAUNCH (private),['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: PRESS LAUNCH (private),,['LS8 3LF'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-08-03,01 - Greenlit,"ev_2825914, ev_2825913",['Gipton and Harehills']
101.0,,1140,2023-08-04,MOON PALACE: Durational Day 1 (Fearnville),['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Durational Day 1 (Fearnville),,['LS8 3LF'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-08-04,01 - Greenlit,,['Gipton and Harehills']
170.0,,639,2023-08-05,MOON PALACE: Durational Date 2  (Royal Armouries),['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Durational Date 2  (Royal Armouries),,['LS10 1LT'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-08-05,01 - Greenlit,,['Hunslet and Riverside']
500.0,,449,2023-08-05,My LEEDS Summer: Armley Extravaganza,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Armley Extravaganza,,['LS12 1SF'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-08-05,01 - Greenlit,,['Armley']
400.0,,451,2023-08-05,My LEEDS Summer: Little London & Woodhouse Cultural Bloom ,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Little London & Woodhouse Cultural Bloom ,,['LS2 7HY'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-08-05,01 - Greenlit,,['Little London and Woodhouse']
12.0,,643,2023-08-06,MOON PALACE: Moon Gazing Date 1 (Royal Armouries) - Session A,['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Moon Gazing Date 1 (Royal Armouries) - Session A,,['LS10 1LT'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-08-06,01 - Greenlit,ev_2054071,['Hunslet and Riverside']
12.0,,1172,2023-08-06,MOON PALACE: Moon Gazing Date 1 (Royal Armouries) - Session B,['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Moon Gazing Date 1 (Royal Armouries) - Session B,,['LS10 1LT'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-08-06,01 - Greenlit,ev_2071392,['Hunslet and Riverside']
375.0,,452,2023-08-06,My LEEDS Summer: Middleton Park Music and dance in the Park,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Middleton Park Music and dance in the Park,,['LS10 3SH'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-08-06,01 - Greenlit,,['Middleton Park']
4.0,,1735,2023-08-08, Community CPD Session - North Workshop 2,"['CLE - Skills and Talent session', 'CLE - Community Engagement session']",General CLE:  Community CPD Session - North Workshop 2,,['LS6 2NY'],General CLE,CLE,['Season 2 - Playing'],2023-08-08,01 - Greenlit,,['Headingley and Hyde Park']
,,1130,2023-08-08,Digital Upskilling Workshop 16/20,['CLE - Skills and Talent session'],Creative Learning S2: Digital Upskilling Workshop 16/20,,['LS17 5NY'],Creative Learning S2,CLE,['Season 2 - Playing'],2023-08-08,01 - Greenlit,,['Alwoodley']
182.0,,2018,2023-08-12,"Leeds 2023, Leeds Art Gallery and Henry Moore Institute: Family Wallpaper-printing Workshop with Kedisha Coakley",['CLE - Community Engagement session'],"Creative Learning S3: Leeds 2023, Leeds Art Gallery and Henry Moore Institute: Family Wallpaper-printing Workshop with Kedisha Coakley",,['LS1 3AA'],Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-08-08,01 - Greenlit,,['Little London and Woodhouse']
305.0,,615,2023-08-10,Weaving Voices,['Public Event - Performance'],02 - Making A Stand: Weaving Voices,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 2 - Playing'],2023-08-08,01 - Greenlit,,['Little London and Woodhouse']
50.0,,2421,2023-08-09,Meet Me At The Zone,['CLE - Community Engagement session'],Hidden Stories: Meet Me At The Zone,,['LS17 7HR'],Hidden Stories,CLE,,2023-08-09,01 - Greenlit,,['Alwoodley']
8.0,,1516,2023-08-10,Animated Harehills,['CLE - Community Engagement session'],12 - My LEEDS 2023: Animated Harehills,,['LS9 7LN'],12 - My LEEDS 2023,Produce (Signature),['Season 3 - Dreaming'],2023-08-10,01 - Greenlit,,
86.0,,357,2023-08-13,Melt: Ensemble Rehearsals,['CLE - Youth Voice session'],10 - Nest: Melt: Ensemble Rehearsals,,['LS11 5DJ'],10 - Nest,Produce (Signature),['Season 3 - Dreaming'],2023-08-11,01 - Greenlit,,
18.0,,1753,2023-08-12,MOON PALACE: After Dark Observing part of We ART Seacroft Festival ,['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: After Dark Observing part of We ART Seacroft Festival ,,['LS14 6JW'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-08-12,01 - Greenlit,ev_2848288,['Killingbeck and Seacroft']
142.0,,647,2023-08-12,MOON PALACE: Durational Day 3 (part of We ART Seacroft Festival),['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Durational Day 3 (part of We ART Seacroft Festival),,['LS14 6JS'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-08-12,01 - Greenlit,,['Killingbeck and Seacroft']
350.0,,456,2023-08-12,My LEEDS Summer: Burmantofts and Richmond Cultural Celebration Day,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Burmantofts and Richmond Cultural Celebration Day,,,12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-08-12,01 - Greenlit,,['Burmantofts and Richmond Hill']
1000.0,,454,2023-08-12,"My LEEDS Summer: Killingbeck & Seacroft Show, Share and Shine ",['Public Event - Performance'],"12 - My LEEDS 2023: My LEEDS Summer: Killingbeck & Seacroft Show, Share and Shine ",,['LS14 6JS'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-08-12,01 - Greenlit,,['Killingbeck and Seacroft']
600.0,,453,2023-08-12,My LEEDS Summer: Weetwood An adventure through Weetwood from Gen A to Gen Z,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Weetwood An adventure through Weetwood from Gen A to Gen Z,,['LS7 2QU'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-08-12,01 - Greenlit,,['Weetwood']
4.0,,1737,2023-08-16,Community CPD Session - South Workshop 2,['CLE - Community Engagement session'],General CLE: Community CPD Session - South Workshop 2,,['LS11 6RD'],General CLE,CLE,['Season 2 - Playing'],2023-08-16,01 - Greenlit,,['Hunslet and Riverside']
12.0,,251,2023-08-31,Core Cast Rehearsals ,,10 - Nest: Core Cast Rehearsals ,,['LS11 5DJ'],10 - Nest,Produce (Signature),['Season 2 - Playing'],2023-08-16,01 - Greenlit,,
86.0,,356,2023-08-20,MELT Ensemble Rehearsals,['CLE - Youth Voice session'],10 - Nest: MELT Ensemble Rehearsals,,['LS11 5DJ'],10 - Nest,Produce (Signature),['Season 3 - Dreaming'],2023-08-18,01 - Greenlit,,
2400.0,,469,2023-08-19,My LEEDS Summer: Chapel Allerton,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Chapel Allerton,,"['LS7 4HA', 'LS7 4PE']",12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-08-19,01 - Greenlit,,"['Chapel Allerton', 'Chapel Allerton']"
300.0,,457,2023-08-19,My LEEDS Summer: Discover Morley North ,['Public Event - Performance'],12 - My LEEDS 2023: My LEEDS Summer: Discover Morley North ,,"['LS11 8LU', 'LS27 7AB', 'BD11 1JZ', 'LS27 7SY', 'LS27 8NT']",12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-08-19,01 - Greenlit,,"['Morley North', 'Morley North', 'Morley North', 'Morley North', 'Morley North']"
250.0,,1721,2023-08-20,The Nice Up ,"['CLE - Community Engagement session', 'Public Event - Performance']",06 - Hibiscus Rising: The Nice Up ,,['LS10 1JQ'],06 - Hibiscus Rising,Produce (Signature),['Season 2 - Playing'],2023-08-20,01 - Greenlit,,['Hunslet and Riverside']
5.0,,1739,2023-08-22, Community CPD Session - South West Workshop 3,"['CLE - Skills and Talent session', 'CLE - Community Engagement session']",General CLE:  Community CPD Session - South West Workshop 3,,[' LS12 1LZ'],General CLE,CLE,['Season 2 - Playing'],2023-08-22,01 - Greenlit,,['Armley']
176.0,,2019,2023-08-24,"Leeds 2023, Leeds Art Gallery and Henry Moore Institute: Family Collage-making Workshop with Jioni Warner and Kalisha Piper Cheddie",['CLE - Community Engagement session'],"Creative Learning S3: Leeds 2023, Leeds Art Gallery and Henry Moore Institute: Family Collage-making Workshop with Jioni Warner and Kalisha Piper Cheddie",,['LS1 3AA'],Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-08-22,01 - Greenlit,,['Little London and Woodhouse']
